INFO:__main__:dataset:
- multiple-graphs
- TUDataset
- COX2
derive_num: 10
is_random: false
logfname: cox2_dynamic-probsonly_combinations.log
nas_args:
  dynamic_behaviour: probs_only
  dynamic_nas_steps: 150
  forward:
    mode: train
    softmax_temp: 5.0
    tanh_c: 2.5
  hidden_size: 100
  reset:
    init_range: 0.1
ss_args:
  debug: false
  prob_scale: 4
  type: dynamic_prob
  with_combinations: true
trainer_args:
  derive:
    derive_from_history: false
  eval:
    save_model_flag: false
  train:
    derive_finaly: false
    num_eras: 30
    save_eras: 50
  train_controller:
    epochs: 20

INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sage', 2, 'global_add_pool', 7000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_max_pool', 6000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_mean_pool', 6000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'ssg', 2, 'global_add_pool', 5500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_mean_pool', 3500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gcn', 2, 'global_mean_pool', 3500], 0.7978723404255319)
INFO:nas.trainer:train | 10 era_time 9614.864183664322
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sage', 2, 'global_add_pool', 6000], 0.7340425531914894)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 6500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 3000], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_mean_pool', 5500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 3500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'tag', 2, 'global_mean_pool', 8000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_add_pool', 4000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gat', 2, 'global_add_pool', 7500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gmm', 2, 'global_mean_pool', 3000], 0.8617021276595744)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gat', 2, 'global_max_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gcn', 2, 'global_add_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 3000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gmm', 2, 'global_add_pool', 7500], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'sg', 2, 'global_add_pool', 8000], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 3000], 0.8404255319148937)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 8000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gcn', 2, 'global_add_pool', 7500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 6000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'sg', 2, 'global_add_pool', 3000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_mean_pool', 5000], 0.776595744680851)
INFO:nas.trainer:train | 11 era_time 9926.6997320652
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_max_pool', 3000], 0.7340425531914894)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 7000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 4000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'ssg', 2, 'global_max_pool', 4000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_max_pool', 7500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_max_pool', 5500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_add_pool', 8000], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 3500], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'ssg', 2, 'global_max_pool', 5000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_mean_pool', 7500], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gmm', 2, 'global_add_pool', 6500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_add_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'ssg', 2, 'global_max_pool', 5000], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sage', 2, 'global_add_pool', 7500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 5000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 4000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_max_pool', 4000], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_max_pool', 6500], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sage', 2, 'global_add_pool', 3500], 0.776595744680851)
INFO:nas.trainer:train | 12 era_time 9991.247210264206
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gat', 2, 'global_mean_pool', 7500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'tag', 2, 'global_add_pool', 5500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_max_pool', 5500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_mean_pool', 6000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_max_pool', 7500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 4000], 0.7340425531914894)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'sg', 2, 'global_add_pool', 7000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_max_pool', 7000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'tag', 2, 'global_add_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 5000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_add_pool', 3500], 0.851063829787234)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_max_pool', 4000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 4000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gcn', 2, 'global_add_pool', 4000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_add_pool', 7500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'ssg', 2, 'global_mean_pool', 7500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 5000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 6000], 0.7553191489361702)
INFO:nas.trainer:train | 13 era_time 10379.92735505104
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'sage', 2, 'global_max_pool', 4500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_max_pool', 3000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'ssg', 2, 'global_add_pool', 3000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_add_pool', 3500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_mean_pool', 4500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 7000], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gat', 2, 'global_max_pool', 5000], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_mean_pool', 3500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 4500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 4000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 7000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_mean_pool', 5500], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 5000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gcn', 2, 'global_mean_pool', 3000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'ssg', 2, 'global_add_pool', 6500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_add_pool', 8000], 0.851063829787234)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 3000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gat', 2, 'global_add_pool', 4000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gcn', 2, 'global_max_pool', 5500], 0.7659574468085106)
INFO:nas.trainer:train | 14 era_time 9223.748702049255
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gat', 2, 'global_add_pool', 7000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_max_pool', 5500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'ssg', 2, 'global_mean_pool', 7500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gcn', 2, 'global_add_pool', 5000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gat', 2, 'global_add_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gat', 2, 'global_add_pool', 6000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_add_pool', 4000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gmm', 2, 'global_add_pool', 4500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gcn', 2, 'global_add_pool', 8000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 7000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gat', 2, 'global_add_pool', 6500], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 5500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sage', 2, 'global_add_pool', 6500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 6000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 8000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 5500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 8000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gcn', 2, 'global_add_pool', 4500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gat', 2, 'global_max_pool', 3000], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'ssg', 2, 'global_mean_pool', 7500], 0.776595744680851)
INFO:nas.trainer:train | 15 era_time 11441.320528030396
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'ssg', 2, 'global_max_pool', 6000], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 7500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 6500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gat', 2, 'global_mean_pool', 8000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'ssg', 2, 'global_max_pool', 4500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sage', 2, 'global_max_pool', 7000], 0.723404255319149)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gat', 2, 'global_add_pool', 7500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gat', 2, 'global_max_pool', 7500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 8000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gin', 2, 'global_max_pool', 8000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 6500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 5500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gmm', 2, 'global_add_pool', 8000], 0.8404255319148937)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gmm', 2, 'global_add_pool', 6000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_mean_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 4000], 0.8404255319148937)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_max_pool', 5500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_max_pool', 3500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 4000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sg', 2, 'global_add_pool', 7000], 0.8191489361702128)
INFO:nas.trainer:train | 16 era_time 11950.361324071884
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gmm', 2, 'global_mean_pool', 6000], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gat', 2, 'global_mean_pool', 4000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 5500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'ssg', 2, 'global_mean_pool', 6500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gat', 2, 'global_add_pool', 7500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_add_pool', 4500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_mean_pool', 7000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.7127659574468085)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'sage', 2, 'global_add_pool', 6500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_mean_pool', 5500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_max_pool', 4500], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 6500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gcn', 2, 'global_max_pool', 8000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 4000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 7500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_max_pool', 6000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_max_pool', 3000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gat', 2, 'global_max_pool', 3500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sage', 2, 'global_mean_pool', 3500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_mean_pool', 4500], 0.8297872340425532)
INFO:nas.trainer:train | 17 era_time 10883.237451314926
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'sg', 2, 'global_add_pool', 4500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'sg', 2, 'global_add_pool', 5500], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_mean_pool', 6000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 7000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 6500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gat', 2, 'global_max_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sg', 2, 'global_add_pool', 3500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 7000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_mean_pool', 4500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'sg', 2, 'global_add_pool', 5500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sage', 2, 'global_add_pool', 8000], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_max_pool', 6000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_max_pool', 4500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_mean_pool', 6000], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_max_pool', 5000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 3500], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_mean_pool', 6500], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gat', 2, 'global_add_pool', 6500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_add_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:train | 18 era_time 10386.299419879913
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_mean_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 5500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sage', 2, 'global_add_pool', 8000], 0.8297872340425532)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_add_pool', 5500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_mean_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'tag', 2, 'global_mean_pool', 4500], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_mean_pool', 3000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gcn', 2, 'global_max_pool', 4500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 8000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 4000], 0.723404255319149)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_add_pool', 5500], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 4000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_mean_pool', 8000], 0.8191489361702128)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 8000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'ssg', 2, 'global_add_pool', 3500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 8000], 0.7553191489361702)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 6500], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_mean_pool', 4000], 0.776595744680851)
INFO:nas.trainer:train | 19 era_time 9935.322478532791
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 3500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 4000], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gcn', 2, 'global_add_pool', 8000], 0.8617021276595744)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gcn', 2, 'global_add_pool', 6000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gat', 2, 'global_add_pool', 4500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_add_pool', 4000], 0.776595744680851)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 5500], 0.7446808510638298)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3000], 0.7978723404255319)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gin', 2, 'global_max_pool', 4500], 0.8085106382978723)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sage', 2, 'global_mean_pool', 3000], 0.7872340425531915)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gcn', 2, 'global_max_pool', 4500], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_add_pool', 8000], 0.7659574468085106)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gmm', 2, 'global_add_pool', 7500], 0.776595744680851)
